제목,날짜,기자명,본문
"봉욱 전 대검 차장, 민정수석 후보 검토",2025-06-28 06:39:00,강청완 기자,봉욱 전 대검 차장이 대통령실 민정수석 후보로 검토되는 것으로 확인됐습니다. 여권 관계자는 민정수석 후보로 여러 인사가 검증 대상에 올랐고 봉 전 차장도 검토 대상에 포함됐다고 밝혔습니다. 사법연수원 19기인 봉 전 차장은 문재인 정부에서 대검찰청 차장을 지냈습니다. 봉 전 차장이 민정수석에 임명되면 차명 부동산 의혹 등으로 임명 닷새만에 낙마한 오광수 전 수석에 이어 다시 검찰 출신이 민정수석을 맡게 되는 셈입니다.
"'대여'라더니 하루 만에…""아들 집 살 때 7억 증여""",2025-06-28 06:39:00,박찬근 기자,"<앵커> 조현 외교장관 후보자의 아들 부부가 지난 2019년, 18억 원짜리 아파트를 살 때, 조 후보자가 자금을 지원했다는 사실을 전해 드렸습니다. 당시 고위공직자였던 조 후보자는 아들 아파트를 독립생계란 이유로 재산 신고하지 않았습니다. 조 후보자는 저희 취재진에 주택 매입 자금 일부를 아들에게 빌려줬다고 했었는데, 하루 만에 '증여'한 거라고 말을 바꿨습니다. 조 후보자가 지난 2023년에도 5억 원을 대출받아 그 중 일부를 아들에게 지원한 사실도 확인됐습니다. <기자> 당시 30대였던 조현 외교부 장관 후보자의 아들 부부가 지난 2019년 12월, 18억 원짜리 서울 이촌동의 아파트를 전세를 끼고 살 때, 조 후보자와 아들은 모두 한국이 아닌 미국에 있었다고 조 후보자가 밝혔습니다. 그러면서 조 후보자는 본인이 6억 원, 아들의 외조모가 3억 원을 각각 아들에게 증여해줬다고 말했습니다. 이어 취득세 납부에 필요한 1억 원도 아들에게 증여했다고 덧붙였습니다. 이에 대한 증여세도 다 냈다고 했는데, 납부 시기는 언급하지 않았습니다. 조 후보자가 아들에게 증여했다는 총 7억 원의 출처는 뭘까. 이듬해인 2020년 1월, 당시 고위공직자였던 조 후보자의 재산신고 내역입니다. 조 후보자 부부는 9억 원대 공동명의 아파트, 1억 원대 대지, 1억 원 미만의 예금 등을 신고했습니다. 7억 원의 출처로 추정될 만한 금융기관채무 등은 안 보입니다. 7억 원의 출처와 증여세 납부시기에 궁금증이 커지는 이윱니다. SBS 취재 결과, 조 후보자는 지난 2023년 5월엔, 본인과 부인 소유 집을 담보로 4억 원쯤, 아들 부부 소유 집을 담보로 1억 원쯤, 총 5억 원가량의 대출도 받은 걸로 확인됐습니다. 대출 이유에 대해 조 후보자는 ""아들이 미국으로 건너가면서 생활 자금 등이 필요했는데, 이를 지원해 주기 위한 것""이라고 SBS에 설명했습니다. 그러면서 아들에게 준 금액과, 대여인지, 증여인지 등을 나중에 밝히겠다고 덧붙였습니다. 조 후보자는 2018년 이후 공직자 재산신고 때마다 아들이 '독립생계'를 유지한다며 아들 자산은 전혀 공개하지 않았습니다. 조 후보자는 '독립생계'라는 아들에게 아파트 매입을 위해서 2019년엔 7억 원을 증여했고, 2023년엔 생활 자금도 지원했단 얘깁니다. (영상취재 : 윤 형, 영상편집 : 전민규)"
"트럼프 ""10일 내 각국에 관세율 통보 서한 발송""",2025-06-28 06:37:00,남승모 기자,"<앵커> 트럼프 미국 대통령이 열흘 안에 관세 서한을 무역 대상국들에 발송하겠다고 밝혔습니다. 다음 달 8일 상호관세 유예가 끝나기 전에 관세율을 통보하겠다는 뜻으로 해석됩니다. 워싱턴 남승모 특파원입니다. <기자> 트럼프 미 대통령은 다음 달 8일 상호관세 유예 종료를 앞두고 무역 협상 상황을 묻는 질문에, 200개 국가와 협상해야 하지만 그렇게 할 순 없다며 관세 일방 통보 의사를 밝혔습니다. [도널드 트럼프/미국 대통령 : 앞으로 10일 정도 안에, 어쩌면 그보다 더 일찍, 각국에게 서한을 보낼 예정입니다. 이미 많은 나라들과 대화를 나눴으며 그들에게 미국에서 사업을 하기 위해 얼마를 내야 하는지 통보할 것입니다.] 모든 국가와 협상할 수 없는 만큼 상호관세 유예 종료 전에 미국이 관세율을 정해 통보하겠단 겁니다. 앞서 트럼프는 보름 전에도 열흘이나 2주 후에 서한을 보내겠다고 했지만 실행되진 않았습니다. 주요 무역국과의 협상 성과도 제시했습니다. 중국과는 규제완화 협상을 마쳤고 네다섯개 나라와도 협상을 진행 중이라고 말했습니다. 또 인도는 현재 시장 진입이 매우 제한돼 있지만 무역장벽 철폐를 추진 중이라고 설명했습니다. 중국과의 무역도 진행할 예정이지만 조금 나중에 이뤄질 거라고 덧붙였습니다. 캐나다에 대해선 미국 기업에 디지털세를 부과한다며 무역 협상 전면 중단을 선언했습니다. 우리나라는 현재 미국과 협상 중으로 관세율 일방 통보 대상에는 포함되지 않을 걸로 보입니다. 트럼프는 '출생시민권' 폐지 행정명령에 대한 연방 대법원 결정에도 환영의 뜻을 나타냈습니다. 연방 대법원은 출생시민권 폐지 정책에 대한 사건에서 하급 법원이 연방정부 정책의 효력을 미 전역에서 중단하는 가처분 결정을 내릴 수 없다고 판단했습니다. 출생시민권이란 미국에서 태어난 모든 사람에게 시민권을 부여하는 제돕니다. 이에 따라 법원 가처분 결정이 나오지 않은 28개 주에서는 이번 결정 30일 이후부터 출생시민권 폐지 정책이 시행됩니다. (영상취재 : 오정식, 영상편집 : 이승열)"
윤이 민 휠체어 타고 퇴원…특검 소환 임박,2025-06-28 11:33:00,백운 기자,"<앵커> 김건희 여사가 입원한 지 11일 만인 어제(27일) 퇴원했습니다. 김 여사는 윤석열 전 대통령이 밀어주는 휠체어를 타고 병원을 나섰습니다. 김 여사 측은 특검의 정당한 소환 요청에 성실히 임하겠다고 밝혔습니다. 백 운 기자입니다. <기자> 마스크를 쓴 채 휠체어를 탄 김건희 여사. 휠체어를 밀어주는 사람은 오늘 내란 특검 소환을 앞둔 윤석열 전 대통령입니다. 김 여사는 지난 16일 우울증 등으로 입원한 지 11일 만인 어제 오후 퇴원했습니다. 퇴원한 김 여사는 특검 수사 대비에 집중할 것으로 보입니다. 김 여사 측은 언론 공지를 통해 ""특검의 정당한 소환 요청에 성실히 임할 것""이라고 밝혔습니다. 또 비공개 소환 요청은 하지 않았다면서도, 인권보호수사규칙 등은 수사기관이 준수해야 할 원칙이라고 강조했습니다. 향후 소환 절차와 공개 출석 여부 등을 두고 특검과 마찰을 빚을 수 있는 대목입니다. 김 여사 관련 의혹들을 수사할 특검팀 움직임도 빨라지고 있습니다. 김건희 특검팀은 어제 서울남부지검으로부터 삼부토건 주가조작 의혹 관련 자료를 이첩받았다고 밝혔습니다. 김건희 특검팀은 주가조작을 통한 부당이익 규모와 김 여사 개입 여부를 규명할 방침입니다. 또 공수처로부터는 임성근 전 해병대 1사단장 구명 로비 의혹 관련 자료를 확보했습니다. 임 전 사단장 구명 로비 의혹은 채 상병 특검팀의 수사 대상이기도 해 두 특검이 모두 김 여사를 정조준하고 있는 형국입니다. 채 상병 특검보 4명 전원은 어제 박정훈 전 해병대 수사단장의 항명 혐의 사건 항소심 공판에 참석했는데, 1심에서 무죄 판결을 받은 이 사건을 특검이 이첩받아 항소를 취하할 수 있다는 관측도 나오고 있습니다. (영상취재 : 김승태·이상학, 영상편집 : 전민규)"
"윤, 오늘 출석…특검 ""정문 출입 원칙"" 최후통첩",2025-06-28 07:44:00,전연남 기자,"<앵커> 윤석열 전 대통령이 오늘(28일) 오전 내란특검 사무실이 있는 서울고검에서 소환 조사를 받습니다. 윤 전 대통령은 지하주차장을 통해 비공개 출석을 하겠다는 입장인데, 특검은 정문으로 들어오는 공개 소환 원칙을 강조하며 소환 직전까지 대립하고 있습니다. <기자> 윤석열 전 대통령은 오늘 오전 10시까지 서울고검 청사에 도착해 내란특검팀 조사를 받게 됩니다. 그러나 윤 전 대통령 측은 서울고검까지는 가겠지만 지하주차장을 통해 비공개 출석하겠다고 입장을 고수하고 있습니다. 이에 대해 내란 특검팀은 정문 출입으로 들어오라며 공개 소환 원칙을 다시 한번 강조했습니다. 박지영 특검보는 어제 현관 출입을 전제로 경호처, 경찰과 협의했다면서 윤 전 대통령이 출석 불응으로 간주되는 상황이 발생하지 않기를 바란다고 경고했습니다. 사실상 최후통첩을 보낸 겁니다. 청사 도착 전까지 협의가 진전되지 않는다면, 지하주차장 입구에서 윤 전 대통령 측이 버티는 상황이 벌어질 가능성도 배제할 수 없습니다. 조사 준비를 마친 내란특검팀은 윤 전 대통령을 상대로 체포 방해와 비화폰 기록 삭제 지시 혐의 뿐 아니라 비상계엄 직전 국무회의 과정 등에 대해 추궁한다는 계획입니다. 윤 전 대통령 측은 지난 1월 공수처 체포 당시 진술거부권을 행사했던 것과는 달리 성실히 진술할 방침이라고 밝혔습니다. 다만, 국무회의와 관련해서는 재판 중인 사건이기 때문에 제한적으로 답변하겠다고 입장입니다. 한편, 내란 특검은 어제 노상원 전 사령관을 추가 기소하면서 구속 영장 추가 발부도 법원에 요청했습니다. (영상취재 : 김승태·김한결)"
"한강벨트 제동 걸릴 듯…""공급대책 서둘러야""",2025-06-28 06:28:00,하정연 기자,"<앵커> 그럼 이번 대책이 과열된 부동산 시장을 식힐 수 있을지 짚어보겠습니다. 우선 서울 강남과 마포 용산 등 이른바 '한강 벨트' 지역의 상승세에는 단기적으로 제동이 걸릴 거라는 분석이 많습니다. 전문가들은 정부가 구체적인 공급 대책도 내놔야 한다고 지적합니다. <기자> 서울 마포구의 4,000세대 규모 아파트 단지입니다. 올 초 20억 원 이하로 거래됐던 84제곱미터형이 최근 23억 5천만 원에 팔릴 정도로 가격 상승이 가팔랐습니다. 올 들어 마포, 성동, 용산구 이른바 한강 벨트 지역 아파트값 상승률은 5% 안팎으로, 강남 3구를 바짝 따라붙었습니다. 실수요 중산층들이 가격이 너무 오른 강남 3구의 대안으로 보고 몰린 결과입니다. 이 지역 아파트값이 뛰면서 대출을 최대한 받아 매입하는 경우도 늘었는데, 이번 규제로 갭 투자까지 막히며 가장 큰 영향을 받을 전망입니다. [공인중개사 (마포구) : 나머지는 세 안고 갭투자 물건인데 갭투자가 오늘로 종친 거죠. 사실은 쳤다고 지금 보고 있어요, 저는.] 초강력 대출 규제로 서울 아파트값 상승세엔 일단 제동이 걸릴 전망입니다. 지난달 서울 아파트 평균 매매가격을 고려하면, 단순 계산으로도 7억 원 이상 현금이 있어야 서울 아파트를 살 수 있기 때문에 전반적인 수요 감소가 불가피하기 때문입니다. [김규정/한국투자증권 부동산 전문위원 : 전체적으로 어쨌든 대출 차단, 거래 감소, 가격 상승세 둔화 효과를 내는 건 틀림없을 거예요. 고가 주택 대출 제한이나 다주택자 주담대 중단, 이런 거 다 포함이 되는 거잖아요.] 다만, 중저가 주택으로 수요가 옮겨갈 수 있단 예상도 있습니다. [권대중/서강대 일반대학원 부동산학과 교수 : 10억 원 이하의 아파트들이 거래가 좀 더 늘어날 가능성도 있고요. 수요가 중저가 아파트로 몰리면서 풍선효과가 나타날 가능성도 있습니다.] 서울 아파트값 안정시키려면 구체적인 공급 청사진을 서둘러 제시해야 한다는 지적이 나옵니다. 선호되는 입지에 주택이 충분히 공급되는 신호를 줘 불안심리를 차단하는 게 시급하기 때문입니다. (영상취재 : 김학모, 영상편집 : 김진원, VJ : 김 건)"
수도권 주담대 6억까지…6개월 내 실거주 의무,2025-06-28 11:33:00,노동규 기자,"<앵커> 서울 아파트값 폭등세가 확산하자 정부가 전례 없는 강력한 대출 규제 카드를 꺼냈습니다. 오늘(28일)부터 수도권에서 집을 사기 위한 대출은 6억 원까지만 가능하고, 대출을 받아 산 집에는 6개월 안에 반드시 들어가서 살아야 합니다. 오늘 첫 소식 노동규 기자입니다. <기자> 우선 수도권 주택 구입 목적의 주택담보대출은 한도가 6억 원으로 제한됩니다. 연소득 2억 원인 사람이 20억 원짜리 주택을 살 때 지금은 약 14억 원까지 대출이 나왔는데, 8억 원 줄어든 6억 원만 대출받을 수 있게 됩니다. 연소득 1억 원인 사람이 10억 원짜리 주택을 살 땐 대출 한도가 7억 원에서 6억 원으로 약 1억 원 줄어듭니다. 지난 1분기 주택담보대출을 6억 원 이상 받은 경우는 전체의 10%가 안 된다는 게 금융당국 설명인데, 고소득자들이 거액의 대출을 받아 강남 등 초고가 아파트를 사는 걸 막겠다는 뜻입니다. [함영진/우리은행 부동산리서치랩장 : 10억 원 이상 대출을 통해 한강변 일대 주택 구입을 노리던 수요들이라든지, 또는 맞벌이 부부들 중 (선호지역이사를 꾀하던)] 전세 낀 집을 대출받아 사는 갭 투자는 사실상 불가능해집니다. 수도권에서 주택담보대출을 받아 산 집엔 6개월 안에 의무적으로 전입해야 하고, 매매대금이나 분양잔금에 세입자 보증금을 활용할 수 있는 '조건부 전세대출'도 금지됩니다. [이은형/대한건설정책연구원 연구위원 : '갭투자'가 최근 집값 급등의 한 원인이라고 진단한듯하고, 실거주를 목적으로 하지 않는 지방 매수자의 수도권 주택 매수도 차단하려는 것으로 보입니다.] 생활자금 목적의 주택담보대출도 1억 원으로 한도가 제한되고 신용대출도 연소득 이내로 묶여 이런 용도로 받은 대출이 주택 구입 용도로 흘러가는 걸 억제했습니다. 수도권에선 유주택자가 추가로 집을 사는 경우 주택담보대출을 아예 받을 수 없게 됩니다. 생애 최초 주택 구입 목적 주택담보대출의 담보인정비율이 낮아지고, 6개월 이내 전입 의무도 부과됩니다. 디딤돌과 버팀목 등 정책대출의 대출한도도 최대 1억 원 줄어듭니다. 금융당국은 이런 조치들과 함께 하반기 가계대출 증가 목표를 계획 대비 절반으로 줄이기로 했습니다. 정책대출 공급 목표도 당초 계획 대비 25% 줄였습니다. (영상편집 : 우기정, VJ : 정한욱)"
[모닝와이드] 오늘의 주요뉴스,2025-06-28 06:24:00,기자명 없음,"1. 수도권 주담대 6억까지…6개월 내 실거주 의무 서울 아파트값 폭등세가 확산하자 정부가 고강도 가계 대출 규제 방안을 내놨습니다. 오늘(28일)부터 수도권 주택담보대출 한도는 6억 원으로 제한되고, 대출을 끼고 산 집에는 6개월 안에 반드시 실거주를 해야 합니다. 2. 윤, 오늘 출석…특검 ""정문 출입 원칙"" 최후통첩 윤석열 전 대통령이 오늘 오전 서울고검 청사에 나와 내란특검팀 조사를 받습니다. 하지만 윤 전 대통령 측은 지하주차장을 통해 비공개 출석하겠다는 입장을 고수하고 있고 내란특검팀은 정문으로 들어오라며 공개소환 원칙을 강조하고 있습니다. 3. 윤이 민 휠체어 타고 퇴원…특검 소환 임박 김건희 여사가 입원한 지 11일 만인 어제 퇴원했습니다. 윤석열 전 대통령이 김 여사가 탄 휠체어를 직접 밀어주는 모습이 포착되기도 했는데, 김 여사 측은 특검의 정당한 소환 요청에 성실히 임하겠다고 밝혔습니다. 4. 트럼프 ""10일 내 각국에 관세율 통보 서한 발송"" 트럼프 미 대통령이 열흘 안에 관세 서한을 각국에 발송할 예정이라고 밝혔습니다. 다음 달 8일 상호관세 유예가 끝나기 전에 관세율을 통보하겠단 뜻으로 보이는데 일방통보 대상에 우리나라는 포함되지 않을 걸로 보입니다."
오늘 전국 곳곳에 비…남부지방 무더위,2025-06-28 05:57:00,강청완 기자,"오늘(28일) 전국 곳곳에 가끔 비가 오고 남부지방을 중심으로 무더위가 이어지겠습니다. 예상강수량은 수도권과 서해5도 5~50mm. 강원내륙 5~40mm, 강원동해안 5mm 대전·세종·충남은 5~50mm, 충북 5~40mm, 전북과 전남 5~50mm, 경북과 경남 경남 5~60mm입니다. 전북과 전남, 경북과 경남 등 남부 지역에는 오전부터 폭염주의보가 내려지겠습니다. 미세먼지는 전국이 '좋음'~'보통' 수준이지만 인천과 울산은 오전 한때 '나쁨' 수준이겠습니다."
오늘부터 수도권 지하철 기본요금 1천550원…150원 올라,2025-06-28 05:18:00,강청완 기자,"▲ 수도권 지하철 요금 150원 인상 오늘(28일)부터 서울·인천·경기 지하철을 탈 때 기존 1천400원에서 150원 오른 1천550원의 기본요금을 내야 합니다. 서울시에 따르면 오늘 첫차부터 서울·경기·인천 지하철 기본요금이 150원 인상됐습니다. 현금으로 낼 때는 일반요금과 청소년 요금 모두 기존보다 오른 1천650원입니다. 카드 기준 청소년 요금은 100원 오른 900원, 어린이 요금은 현금과 카드 모두 50원 오른 550원 입니다. 지하철 조조할인 가격은 일반 기준 1천120원에서 1천240원으로 120원 올랐습니다. 청소년 조조할인은 640원에서 720원으로, 어린이는 400원에서 440원으로 인상됐습니다. 평일 지하철 첫차부터 오전 6시 30분 사이 교통카드를 찍으면 조조할인을 받을 수 있습니다. 앞서 서울시는 지난 2023년 공청회, 서울시의회 의견 청취, 물가대책위원회 심의 등을 거치며 요금을 150원씩 두 번에 걸쳐 총 300원 인상하기로 했습니다. 2023년 10월 150원을 인상했고, 인천시·경기도와 2차 인상 시기를 논의해 오늘부터 인상하기로 합의했습니다.'"
무역협상 기대감에 사상 최고치 경신…동반 강세,2025-06-28 05:15:00,민경호 기자,"뉴욕증시의 3대 주가지수가 이번 주 마지막 거래일도 동반 강세를 기록했습니다. 주요 주가지수는 미국이 캐나다와 무역 협상을 중단한다는 도널드 트럼프 미국 대통령의 발언에 한 때 하락 전환했으나 관세 유예 기간이 연장될 수 있다는 기대감 등으로 강세를 유지했습니다. 27일(현지 시간) 뉴욕증권거래소에서 장 마감 무렵 다우존스30산업평균지수는 전장보다 432.43포인트(1.00%) 오른 43,819.27에 거래를 마감했습니다. S&P500지수는 전장보다 32.05포인트(0.52%) 뛴 6,173.07, 나스닥종합지수는 105.55포인트(0.52%) 상승한 20,273.46에 장을 마쳤습니다. S&P500 지수와 나스닥 지수는 이날 사상 최고치를 경신했습니다."
"봉욱 전 대검 차장, 대통령실 민정수석 후보로 검토",2025-06-28 05:11:00,강청완 기자,"봉욱 전 대검 차장이 대통령실 민정수석 후보로 검토되는 것으로 확인됐습니다. 여권 고위 관계자는 민정수석 후보로 봉 전 차장을 비롯한 여러 인사를 검토했다고 SBS에 밝혔습니다. 사법연수원 19기인 봉 전 차장은 문재인 정부에서 대검 차장을 지냈고 2019년 검찰총장 후보 최종 4인에 들었지만 윤석열 당시 서울중앙지검장이 검찰총장에 임명되면서 사직했습니다. 봉 전 차장이 민정수석에 임명되면 차명 부동산 의혹 등으로 임명 닷새만에 낙마한 오광수 전 수석에 이어 다시 검찰 출신이 민정수석을 맡게 되는 셈입니다. 대통령실 관계자는 ""검찰개혁을 주도하는 민정수석은 검찰을 잘 알고 장악할 수 있는 인사여야 한다""고 설명했습니다."
무더위에 프랑스·스페인서 사망자 잇따라,2025-06-28 04:58:00,민경호 기자,"서유럽에 연일 폭염과 고온 현상이 이어지면서 인명 피해가 잇따랐습니다. 일간 르피가로에 따르면 프랑스 검찰은 26일(현지 시간) 오후 4시 남부 이스트레 공군기지에 주차된 차 안에서 2세 아이가 숨진 채 발견됐다고 밝혔습니다. 검찰은 ""아이가 햇빛과 열에 노출된 차 안에 방치돼 사망했다""고 말했습니다. 검찰은 이스트레 공군기지에 근무하는 아이의 아버지가 아이를 차량에 두고 간 사실을 확인하고 그를 과실치사 혐의로 체포했습니다. 프랑스 기상청에 따르면 당시 이스트레의 낮 최고 기온은 섭씨 36도까지 올랐습니다. 최근 프랑스에서는 오메가형 기압 배치로 인해 연일 폭염이 이어지고 있습니다. 오메가형 기압 배치는 대기 상층의 제트기류가 그리스 문자 '오메가'(Ω) 형태로 구부러지면서 나타나는 기상 현상을 말합니다. 아프리카에서 올라오는 뜨거운 공기가 두 저기압 사이에 갇혀 프랑스 상공에 고기압을 형성해 덥고 건조한 날씨가 이어지고 있습니다. 프랑스 기상청은 27일에도 남부 4개 지역에 폭염 주의보를 발령했습니다. 주말인 28일에는 총 13개 지역으로 확대됩니다. 기상청은 28일 최고 기온이 37∼39도에 이를 것으로 전망했습니다. 기상 정보 전문 텔레비전 채널은 이번 폭염이 오는 30일 동남부 일부 지역의 수은주를 한때 42도까지 끌어올리는 등 정점을 찍을 것으로 내다봤습니다. 스페인에서도 무더위로 인명 피해가 났습니다. 마요르카 지역지에 따르면 26일 오후 현지에서 친구들과 함께 등산에 나선 34세 네덜란드인이 열사병으로 사망했습니다. 친구가 쓰러졌다는 신고를 받고 긴급 구조대가 출동해 심폐소생술을 시도했으나 소용이 없었습니다. 당일 마요르카의 기온은 30도 정도였으나 습도가 훨씬 높았다고 매체는 전했습니다. 스페인 기상청은 28일 전국의 75%에 해당하는 지역이 폭염 영향 아래 놓이겠으며, 남부 안달루시아에서는 최고 43도까지 오를 수 있다고 예보했습니다. 이번 폭염은 다음 달 3일까지 이어질 것으로 기상 당국은 내다봤습니다."
"트럼프 ""이란이 우라늄 또 농축하면 고민 없이 다시 폭격""",2025-06-28 04:56:00,민경호 기자,"▲ 도널드 트럼프 미국 대통령 도널드 트럼프 미국 대통령이 27일(현지 시간) 이란이 다시 핵무기 개발을 시도하면 주저하지 않고 이란을 공습하겠다는 입장을 재확인했습니다. 트럼프 대통령은 이날 백악관 기자회견에서 이란이 우라늄을 위험한 수준으로 농축할 수 있다고 판단될 경우 다시 폭격하겠냐는 질문에 ""물론이다. 고민할 여지가 없다""고 답했습니다. 다만 그는 이란에 비밀 핵시설이 있을 가능성을 우려하냐는 질문에 ""그다지 걱정하지 않는다""고 말했습니다. 이어 ""이란은 지쳤다. 핵은 이란이 마지막으로 생각하는 것이다. 이란은 내일을 생각하고 생존하려고 하고 있다""고 설명했습니다. 그는 ""이란은 (우리를) 만나고 싶어 한다""면서 ""난 한동안은 이란이 다시 핵(무기 개발)을 재개하지 않을 것이라 생각한다""고 밝혔습니다. 그는 이란에 국제원자력기구의 핵 사찰을 받으라고 요구하겠느냐는 질문에 ""그럴 것이다. 또는 우리가 존중하는 사람이 사찰하도록 하겠다. 거기에는 우리도 포함된다""고 말했습니다. 트럼프 대통령은 이란의 아야톨라 세예드 알리 하메네이 최고지도자가 전날 영상 연설에서 이란이 이스라엘과 미국에 승리했다고 주장하며 트럼프 대통령의 항복 요구를 ""헛소리""라고 평한 것을 반박하기도 했습니다. 트럼프 대통령은 ""당신은 신앙심이 깊고 이란에서 매우 존경받는 사람이다. 당신은 진실을 말해야 한다. 당신은 엄청나게 깨졌고 이스라엘도 깨졌다. 둘 다 깨졌으며 전쟁을 끝내기에 매우 적절한 때였다""라고 말했습니다. 그는 ""난 그가 어디에 은신하는지 정확히 알았고, 이스라엘이나 세계에서 단연코 가장 위대하고 강력한 미군이 그의 생명을 끝내는 것을 허용하지 않았다. 난 그를 매우 참혹하고 수치스러운 죽음에서 구해줬다""고 주장했습니다. 이어 자기가 지난 며칠간 이란에 대한 제재를 해제할 가능성을 검토했지만, 하메네이 최고지도자의 적대적인 연설 이후 계획을 접었다면서 ""이란의 지도부가 때때로 '식초'보다 '꿀'로 더 많은 걸 얻게 된다는 것을 알기를 바란다. 평화!!!""라고 덧붙였습니다."
"트럼프 ""캐나다, 미에 디지털세 부과…무역협상 즉시 중단""",2025-06-28 04:27:00,민경호 기자,"▲ 도널드 트럼프 미국 대통령 도널드 트럼프 미국 대통령이 27일(현지시간) 캐나다가 미국 기업을 상대로 디지털세를 부과한다는 이유로 캐나다와의 무역 협상을 전면 중단한다고 선언했습니다. 트럼프 대통령은 이날 SNS 트루스소셜에서 캐나다가 미국의 기술 기업들에 디지털 서비스세를 부과한다고 발표했다면서 ""이것은 우리나라에 대한 직접적이고 노골적인 공격""이라고 밝혔습니다. 트럼프 대통령은 ""이 지독한 세금 때문에 우리는 이로써 캐나다와 모든 무역 대화를 즉각적으로 종료한다. 우리는 캐나다가 미국과 사업을 하기 위해 내야 하는 관세를 향후 7일 내로 캐나다에 알려줄 것""이라고 말했습니다."
"트럼프, 상호관세 유예시한 ""연장할 수도 있지만 단축 원해""",2025-06-28 04:26:00,민경호 기자,"▲ 도널드 트럼프 미국 대통령 도널드 트럼프 미국 대통령이 27일(현지 시간) 미국의 무역 대상국에 대한 무역 협상 및 상호관세와 관련, ""다음 주 혹은 열흘 내에, 혹은 아마도 그전에 서한을 보내 미국에서 사업을 하기 위해 그들이 지불해야 할 것을 밝힐 것""이라고 말했습니다. 트럼프 대통령은 이날 백악관에서 진행한 기자회견에서 ""우리는 200개 국가와 협상을 해야 하지만, 그 모든 국가와 협상을 할 수는 없다""며 이같이 밝혔습니다. 그는 이어 ""이는 매우 빠르게 진행될 것""이라고 강조했습니다. 이는 통상 협상을 위해 상호관세를 유예한 90일이 다음 달 8일로 만료되는 가운데 그전에 미국이 일방적으로 설정한 상호관세율을 무역 상대국에 통보하겠다는 경고로 풀이됩니다. 트럼프 대통령은 보름 전에도 ""약 열흘이나 2주 후""에 서한을 보내겠다고 예고한 바 있지만, 이는 실제 이뤄지지 않았습니다. 트럼프 대통령은 지난 12일 워싱턴DC의 케네디센터를 찾은 자리에서 ""이제 특정 시점이 되면 (각국과 협상하지 않고) 단지 서한을 발송할 것""이라며 ""'이것이 계약(deal)'이라고 말하면서 '당신은 이를 수용할 수도, 거부할 수도 있다'고 할 것""이라고 밝혔습니다. 트럼프 대통령은 상호관세 유예 시한에 대해 ""우리는 우리가 원하는 것을 무엇이든 할 수 있다. 우리는 연장할 수 있다. 우리는 더 줄일 수도 있다""면서 ""나는 단축하고 싶다. 모든 이에게 '축하한다. 당신은 25%를 내게 됐다'라는 서한을 보내고 싶다""고 말했습니다. 아울러 트럼프 대통령은 ""중국과 협상을 마쳤고, 아마 4∼5개 국가와 협상을 진행 중""이라며 ""영국과의 합의는 양측 모두에게 좋았고, 현재 다른 협상이 진행되고 있다""고 전했습니다. 그는 인도와의 무역 협상에 대해선 ""우리는 무역 장벽이 완전히 철폐되는 것을 목표로 하고 있고, 이는 상상도 할 수 없고 실제 일어날지 확신할 수 없다""고 했으며, 중국에 대해선 ""우리는 중국과 무역을 할 것""이라고 밝혔습니다. 트럼프 대통령은 그러면서 ""우리는 많은 좋은 일을 진행 중이다. 국가들과 잘 지내고 있지만 일부는 관세를 내야 할 것이어서 실망할 것""이라고 덧붙였습니다. 그는 이날 스콧 베선트 재무장관이 주요 무역 파트너와의 관세 협상을 미국 노동절인 9월 1일까지 완료하길 희망한다고 밝힌 것과 관련, 상호관세 유예 시한까지 협상이 완료되지 않을 경우 관세가 인상될 수 있느냐는 질의엔 ""일부 국가들은 우리를 속여왔다. 이름을 말하지 않아도 알 수 있을 것이다. 그들은 수십억 달러를 빼앗아 가는 것에 익숙해져 있다""고 비판했습니다. 이어 ""그들은 훨씬 강력한 힘에 마주치고 있으며, 그들은 이를 좋아하지 않는다. 따라서 그들은 화가 나 있다. 50억 달러를 벌던 것이 이제는 본전을 치거나 (그것보다) 조금 더 벌게 될 것이기 때문""이라고 덧붙였습니다."
"36주 태아 낙태 수술 집도한 의사·병원장 구속…""증거 인멸 염려""",2025-06-28 04:12:00,조윤하 기자,"▲ 서울경찰청 광역수사단 청사 임신 36주차 태아의 낙태 수술을 집도한 의사와 병원장이 구속됐습니다. 서울중앙지법(박정호 영장전담 부장판사)은 오늘(28일) 오전 3시쯤, 살인 등 혐의를 받는 병원장 윤 모 씨와 집도의 심 모 씨에 대한 구속영장을 발부했습니다. 앞서 서울경찰청 형사기동대는 지난 19일 이들에 대한 구속영장을 재신청했고, 어제 오전 10시 반 서울중앙지법에서 구속 전 피의자 심문이 열렸습니다. 법원은 ""증거를 인멸할 염려가 있다""며 영장 발부 사유를 설명했습니다. 이들은 임신 36주 차에 낙태한 경험담을 유튜브에 올려 논란이 된 20대 유튜버의 낙태 수술을 집도해 태아를 살해한 혐의를 받습니다. 수사를 이어오던 경찰은 지난해 10월 이들에 대한 구속영장을 신청했지만 법원은 '기본적인 사실관계에 관한 자료가 상당 부분 수집됐고, 피의자 주거가 일정한 점' 등을 이유로 영장을 기각했습니다."
