대수,대별,대별 및 소속정당(단체),이름,이름(한자),자,호,생년월일,본관,출생지,학력 및 경력,종교 및 취미,저서,상훈,기타정보(사망일),회원정보 확인 헌정회 홈페이지 URL
20,20대의원,제20대국회의원(비례대표 ) 더불어민주당 ,문미옥,文美玉,null,null,1968년 12월 20일,null,null,1993 ~ 1997  포항공과대학교 대학원 물리학과 박사 1991 ~ 1993  포항공과대학교 대학원 물리학과 석사 1987 ~ 1991  포항공과대학교 물리학과 학사   대통령비서실 과학기술보좌관 2018.12 ~ 2019.12  과학기술정보통신부 제1차관 2017.06 ~ 2018.12  대통령비서실 과학기술보좌관 2017.05  더불어민주당 당대표 비서실장 2017.02  더불어민주당 인재영입위원회 부위원장 2016.12  더불어민주당 AI대책특별위원회 위원 2016.12  더불어민주당 과학기술특별위원회 위원장 2016.10  더불어민주당 원자력안전대책특별위원회 간사 2016.06  더불어민주당 을지로위원회 위원 2016.06 ~ 2017.06  제20대 국회 전반기 미래창조과학방송통신위원회 위원 2016.06 ~ 2017.06  제20대 국회 전반기 여성가족위원회 위원 2016.05 ~ 2017.05  더불어민주당 원내부대표 2016.05 ~ 2017.06  제20대 국회의원 (비례대표/더불어민주당) 2016.01  더불어민주당 2013.05 ~ 2016.02  과학기술인협동조합지원센터 기획정책실장 2011.01 ~ 2016.02  한국여성과학기술인지원센터 기획정책실장 2003.09 ~ 2009.02  이화여자대학교 WISE거점센터 연구교수 2001  연세대학교 물리및응용물리사업단 연구교수 ,null,null,2016  더불어민주당 국정감사 우수의원 2016  원자력안전 의정활동 우수의원 2016  제1회 공공정책대상 입법부문 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3028
20,20대의원,제20대국회의원(비례대표) 새누리당,문진국,文鎭國,null,null,1949년 02월 01일,null,null,2020.03 ~  제20대 국회의원 (비례대표/미래한국당) 2020.02 ~ 2020.03  제20대 국회의원 (비례대표/미래통합당) 2018.07 ~   제20대 국회 후반기 환경노동위원회 위원 2017.02  자유한국당 노동위원회 위원장 2017.02 ~ 2020.02  제20대 국회의원 (비례대표/자유한국당) 2016.09 ~ 2017.02  새누리당 노동위원회 위원장 2016.06  제20대 국회 전반기 환경노동위원회 위원 2016.05 ~ 2017.02  제20대 국회의원 (비례대표/새누리당) ~ 2014.01  한국노동조합총연맹 위원장 전국택시노동조합연맹 위원장 한국노동조합총연맹 상임부위원장 ,null,null,2012  근로자의 날 정부포상 시상식 은탑산업훈장 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2913
20,20대의원,제14대 국회의원(경기 의정부) 새천년국민회의 제16대 국회의원(경기 의정부) 새천년민주당 제17대 국회의원(경기 의정부갑) 열린우리당 제18대 국회의원(경기 의정부갑) 민주당 제19대 국회의원(경기 의정부갑) 새정치민주연합 제20대 국회의원(경기 의정부갑) 더불어민주당 ,문희상,文喜相,null,正興,1945년 03월 03일,남평,경기 의정부,"·  경복고등학교 (서울) ·  서울대학교 법학과 (학사) ·  해군본부 법제담당관  ·  학교법인 경해학원 이사장  ·  숭문상가, 삼정식품 대표이사  ·  대한궁도협회 부회장  ·  평화민주당 총재비서실 차장  ·  민주당 대표비서실장  ·  대통령비서실 정무수석비서관(차관)  ·  국가안전기획부 기획조정실 실장  ·  국가안전기획부가 국가정보원으로 변경  ·  국가정보원 기획조정실 실장  ·  대한아이스하키협회 회장  ·  새천년민주당 최고위원  ·  제26대 대통령비서실 비서실장  ·  대통령 정치특별보좌관  ·  제17대 국회 정보위원회 위원장, 국회 국방위원회,통일외교통상위원회,정보위원회  위원  ·  한일의원연맹 회장  ·  열린우리당 의장  ·  제18대 국회 전반기 부의장  ·  제18대 국회 국방위원회,외교통상통일위원회 위원 ·  민주당 도시주거복지기획단 위원 ·  진보개혁모임 공동대표 ·  민주통합당 비상대책위원장",천주교 / 독서,"국민의 정부의 개혁방향과 과제, 생각을 바꾸면 세상이 바뀐다","황조근정훈장,  청조근정훈장  ",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2529
20,20대의원,제20대국회의원(인천광역시 연수구을) 새누리당 ,민경욱,閔庚旭,null,null,1963년 06월 17일,null,null,~ 1991  연세대학교 국제학대학원 ~ 1989  연세대학교 행정학 ~ 1982  송도고등학교 ~ 1979  동인천중학교 ~ 1976  신흥초등학교  2020.02  미래통합당 원내부대표 2020.02 ~  제20대 국회의원 (인천 연수구을/미래통합당) 2019.12 ~ 2020.02  자유한국당 원내부대표 2019.03 ~ 2019.08  자유한국당 대변인 2018.07 ~   제20대 국회 후반기 국토교통위원회 위원 2017.07  제20대 국회 전반기 과학기술정보방송통신위원회 위원 2017.07  자유한국당 홍보위원장 2017.02  자유한국당 원내부대표 2017.02 ~ 2020.02  제20대 국회의원 (인천 연수구을/자유한국당) 2016.12 ~ 2017.02  새누리당 원내부대표 2016.06  제20대 국회 전반기 예산결산특별위원회 위원 2016.06 ~ 2017.07  제20대 국회 전반기 미래창조과학방송통신위원회 위원 2016.06  제20대 국회 전반기 운영위원회 위원 2016.05 ~ 2017.02  제20대 국회의원 (인천 연수구을/새누리당) 2016.05  새누리당 원내대변인 2014.02 ~ 2015.10  대통령비서실 홍보수석실 대변인 2013.12 ~ 2014  KBS 보도국 문화부장 2007.07  KBS 보도국 정치부 데스크 2004.07 ~ 2007  KBS 워싱턴 특파원 2000.07  KBS 9시 뉴스 편집부 기자 1998.05  KBS 보도제작국 기자 1995.02  KBS 보도국 정치부 기자 KBS 기동취재부 기자 1994.02  KBS 보도국 사회부 기자 1993.02  KBS 청주방송총국 기자 1992.03  KBS 보도국 정치부 기자 1991.05  연합통신 외신부 촉탁위원 1990.07  공보처 해외공보관 외신부 전문위원 ,null,null,2012  제39회 한국방송대상 앵커상 2003  근로자의 날 KBS 사장 유공 표창 2002  KBS 바른언어 대상 1995  제22회 방송대상 보도기자부문 개인상 1995  KBS 사장 표창 1994  KBS 우수프로그램상 보도부문 금상 1994  한국기자협회 이달의기자상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2980
20,20대의원,제17대국회의원(비례대표) 통합민주당 제19대국회의원(서울 동대문을) 새정치민주연합 제20대국회의원(서울 동대문을) 더불어민주당 ,민병두,閔丙두,null,null,1958년 06월 10일,null,강원도,"경기고등학교 성균관대학교 경상대학 무역학과 (학사) 문화일보 정치부 차장 문화일보 워싱턴특파원 차장 문화일보 편집국 정치부 부장직대 열린우리당 총선기획단 수석부단장 열린우리당 선거대책위원회 공동대변인 열린우리당 기획위원장 제17대 국회 전반기 문화관광위원회 위원 열린우리당 전자정당위원장 제17대 국회 교육위원회,예산결산특별위원회 위원 열린우리당 정책위원회 수석부의장 사랑의 장기기증운동본부 이사",천주교,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2368
20,20대의원,제19대(경남 김해갑) 새정치민주연합 제20대(경남 김해갑) 더불어민주당 제21대(경남 김해갑) 더불어민주당 제22대(경남 김해갑) 더불어민주당 ,민홍철,閔洪喆,null,null,1961년 04월 18일,null,null,김해고등학교  부산대학교 법학 학사  부산대학교 대학원 법학 석사  고등군사법원 군판사 대한민국 육군본부 법제과 과장 대한민국 육군본부 법무과 과장 대한민국 육군본부 고등검찰부 부장 대한민국 육군본부 법무차감 대한민국 육군본부 법무실 실장 대한민국 육군본부 법무감 국방부 인사소청위원회 위원장 제4대 고등군사법원 법원장 혁신과통합 추진위원회 위원 중앙행정심판위원회 위원,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2808
20,20대의원,제20대국회의원(비례대표 ) 더불어민주당 ,박경미,朴炅美,null,null,1965년 10월 15일,null,null,1990 ~ 1993  일리노이대학교 대학원 수학교육학 박사 1989 ~ 1990  일리노이대학교 대학원 수학 석사 1987 ~ 1989  서울대학교 대학원 수학교육학 석사과정 수료 1983 ~ 1987  서울대학교 수학교육학 학사  2020.03 ~  더불어민주당 서울특별시당 서초을 지역위원장 2019.05  더불어민주당 원내부대표 2018.07 ~  제20대 국회 후반기 교육위원회 위원 2018.07 ~  제20대 국회 후반기 운영위원회 위원 2018.07 ~ 2019.12  더불어민주당 서울특별시당 서초을 지역위원장 2018.05 ~ 2018.11  더불어민주당 원내대표단 원내대변인 2018.05  박원순 서울시장후보 캠프 수석대변인 2018.03 ~  더불어민주당 젠더폭력대책특별위원회 위원 2018.01 ~  더불어민주당 혁신성장추진위원회 위원 2017.12 ~ 2018.05  제20대 국회 4차 산업혁명 특별위원회 위원 2017.09 ~ 2018.03  더불어민주당 젠더폭력 태스크포스 위원 2017.08 ~ 2017.12  더불어민주당 정당발전위원회 간사 2017.05 ~ 2018.05  더불어민주당 원내대표단 소통부대표 2016.08 ~ 2017.05  더불어민주당 대변인 2016.07 ~ 2017.06  제20대 국회 미래일자리특별위원회 위원 2016.06 ~  국회 제4차산업혁명포럼 공동대표 2016.06  제20대 국회 전반기 여성가족위원회 위원 2016.06  제20대 국회 전반기 교육문화체육관광위원회 위원 2016.05 ~  제20대 국회의원 (비례대표/더불어민주당) 2006  SBS 뉴스 칼럼니스트 2006  동아일보 객원논설위원 2000  대한수학교육학회 이사 2000  홍익대학교 수학교육과 교수 1999 ~ 2000  충북대학교 수학교육과 교수 1998 ~ 2002  경제협력개발기구(OECD) PISA 수학전문위원 1998 ~ 1999  한국교육과정평가원 책임연구원 1995 ~ 1997  한국교육개발원 연구원  ,null,null,2020  법률소비자연맹 제20대 국회 4년 국회의원 헌정대상 2020  국회 2019년도 우수 국회의원 연구단체 (국회 4차산업혁명포럼) 2019  통일교육협의회 통일교육 의정활동 대상 2019  더불어민주당 국정감사 우수의원상 2019  국제장애인문화교류협회 제2회 대한민국 희망문화복지 10인 대상 중앙정치 청소년교육부문 2019  법률소비자연맹 제20대 국회 3차년도 국회의원 헌정대상 2019  국회를 빛낸 바른정치언어상 모범언어상 부문 2019  국회 2018년도 우수 국회의원연구단체 교육과학기술환경분야 (국회 4차산업혁명포럼) 2018  국정감사 NGO 모니터단 국리민복상 2018  더불어민주당 국정감사 우수의원상 2018  국정감사 친환경 베스트 의원상 2018  법률소비자연맹 국회의원 헌정대상 2018  국회사무처 입법 및 정책개발 우수 국회의원 2018  코리아 혁신 대상 의정 대상 2017  더불어민주당 국정감사 우수의원상 2017  제5회 대한민국 입법대상 2017  쿠키뉴스 국정감사 우수의원 2017  법률소비자연맹 국회의원 헌정대상 2016  국정감사 NGO 모니터단 국정감사 우수국회의원 2016  제2회 대한민국인성교육 대상 의정교육부문 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3002
20,20대의원,제19대국회의원(경기 수원정) 새정치민주연합 제20대국회의원(경기 수원정) 더불어민주당 제21대국회의원(경기수원시정) 더불어민주당,박광온,朴洸瑥,null,null,1957년 03월 26일,전남 해남,null,광주 동성중학교 졸업 광주 상업고등학교 졸업(현 동성고등학교) 고려대학교 사회학과 졸업 동국대학교 언론정보대학원 석사 MBC 도쿄특파원 MBC 보도국 통일외교부 부장 MBC 보도국 정치국제에디터 MBC 논설위원실 논설위원 MBC 보도국장 제18대 대통령선거 문재인대통령후보 선거대책위원회 대변인 민주당 홍보위원장 새정치민주연합 대변인 제19대 국회기획재정위원회 위원 ,천주교,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2889
20,20대의원,제19대국회의원(인천 남동구갑) 새정치민주연합 제20대국회의원(인천 남동구갑) 더불어민주당 ,박남춘,朴南春,null,null,1958년 07월 02일,null,null,"제물포고등학교  고려대학교 행정학 학사  웨일즈대학교 대학원 교통경제학 석사   해운항만청 유통과 과장 청와대 해양수산비서실 행정관 해양수산부 총무과 과장 국립해양조사원 원장 대통령직 인수위원회 전문위원 대통령비서실 국정상황실 실장 대통령비서실 인사제도 비서관, 인사관리 비서관 대통령비서실 인사수석 인천광역시 항만물류정책자문위원 제19대 국회 행정안전위원회 위원, 예산결산특별위원회 위원",null,null,한국문화예술유권자총연합회 제19대 국회 국정감사 최우수 국회의원 민주통합당 국정감사 우수 의원상 국정감사 NGO 모니터단 국정감사 우수 국회의원,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2786
20,20대의원,제19대(경남 진주시갑) 새누리당 제20대(경남 진주시갑) 새누리당 제21대(경남 진주시갑) 미래통합당 제22대(경남 진주시갑) 국민의힘,박대출,朴大出,null,null,1961년 03월 18일,null,null,진주남중학교  진주고등학교  연세대학교 정치외교학과 학사  연세대학교 행정대학원 외교안보 석사   서울신문 사회부 서울신문 산업부 서울신문 정치부 서울신문 공공정책부 부장 서울신문 정치부 부장 서울신문 정치부 선임기자 서울신문 논설위원 고용노동부 고용노동정책자문회의 위원 관세청 관세행정발전심의위원회 위원 고용노동부 사내하도급 근로조건 개선 서포터즈 부경대학교 겸임교수,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2806
20,20대의원,"제19대(충북 보은군옥천군영동군) 새누리당 제20대(충북 보은군옥천군영동군괴산군) 새누리당,자유한국당 제21대(충은 보은군옥천군영동군괴산군) 국민의힘 제22대(충은 보은군옥천군영동군괴산군) 국민의힘",박덕흠,朴德欽,null,null,1953년 10월 18일,null,충청북도 옥천,서울산업대학교 토목공학 학사 게르첸국립사범대학교 경영학 명예박사 서울산업대학교 경영학 명예박사 연세대학교 대학원 토목공학 석사 한양대학교 대학원 토목공학 박사 서울산업대학교 철도전문대학원 철도건설공학 박사과정 수료  원화코퍼레이션 대표이사 전문건설공제조합 운영위원장 대한건설정책연구원 이사장 한국건설산업품질연구원 이사장 세계도로협회 한국위원회 고문 한국지반환경공학회 이사 서울동부지검 범죄예방위원회 운영위원 서울산업대학교 발전후원회 회장 대한핸드볼협회 부회장 대한싸이클연맹 수석부회장 민주평화통일자문회의 자문위원 서울산업대학교 토목공학과 겸임교수 대한전문건설협회 중앙회 회장 중소기업 국민법제관,null,null,금탑산업훈장,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2755
20,20대의원,제19대국회의원(울산 남구을) 새누리당 제20대국회의원(울산 남구을) 새누리당 ,박맹우,朴孟雨,null,null,1951년 12월 06일,밀양,울산,"경남고등학교  국민대학교 행정학 학사 경남대학교대학원 행정학 석사 동의대학교 대학원 행정학 학사 제25회 행정고등고시합격 내무부 종합상황 실장 경상남도 기힉관 경상남도 함안군 군수 경상남도 울산광역시준비단 요원 경상남도 울산시 기획실 실장 울산시 내무국 국장 울산시 동구 부구청장(구청장권한대행) 울산시 건설교통국 국장 제3대 울산시 시장 제4대 울산시 시장(한나라당, 민선4기) (사)한국지방정부학회 운영고문 제5대 울산시 시장(한나라당, 민선5기) 영호남시도지사협의회 회장 광역시장협의 회장 전국시도지사협의회 회장 제19대 국회재정위원회 위원 마르퀴즈 후즈후 인 더 월드(Marquis Who&#39;s Who in the World)2009년판 등재 새누리당 사무총장  ",null,지방의회운영 총람(삼진인쇄) 지방자치단체조합이란 무엇인가(휘문사) 울산이 힘-뿌리와 비전(세종출판사),"노동부장관표창 홍조근정훈장 행정자치부장관 표창 대한민국 글로벌 경영인 대상(한국일보사) 대한민국 경제리더 대상(월간조선) 우수지방 자치단체장상(한국여성단체협의회) 뉴거버넌스 리더십 메달(한국정책과학학회, 고려대 거버넌스연구소 공동) 21세기 경영리더 대상(월간중앙)",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2888
20,20대의원,제19대국회의원(경줏 포항시남구울릉군) 새누리당 제20대국회의원(경북 포항시남구울릉군) 새누리당 ,박명재,朴明在,null,東天,1947년 07월 05일,밀양,포항,"중동고등학교 졸업 연세대학교 행정학과 졸업 네덜란드 국립사회과학대학원 졸업 연세대학교 행정대학원 졸업(행정학 석사) 용인대학교 명예행정학 박사 경북대학교 명예정치학 박사 제16회 행정고등고시 수석합격 중앙공무원교육원 기획과장 총무처 교육훈련과장, 총무처장관 비서실장 내무부장관 비서실장 대통령비서실 행정수석실 일반행정 비서관, 행정비서관 경상북도 행정부지사 국민고충처리위원회 상임위원 겸 사무처장 행정자치부 기획관리실장 중앙공무원교육원장(차관급) 행정자치부 장관 이명박정부 무임소 국무위원 차의과학대학교 총장 (전) 연세대학교, 대구대학교, 용인대학교 겸임교수 (전) 박근혜 후보 대외협력특보 (전) 18대 대선 경북선거대책위 지역통합위원장 (현) 한양대학교 특임교수, 경운대학교 석좌교수 (현)제19대 국회의원","기독교,운동",고시행정학 한국행정개혁사 공무원 교육이 변하면 나라가 바뀐다 손짓하지 않아도 연어는 돌아온다 이 사람을 어떻게 할 것인가,근정포장 홍조근정훈장 황조근정훈장 외국1등급훈장 청조근정훈장,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2874
20,20대의원,제19대(대전 서구을) 새정치민주연합 제20대(대전 서구을) 더불어민주당 제21대(대전 서구을) 더불어민주당 제22대(대전 서구을) 더불어민주당,박범계,朴範界,null,null,1963년 04월 27일,null,충청북도 영동,"한밭대학교 경제학 학사  연세대학교 법학과	  서울지방법원 판사 전주지방법원 판사 대전지방법원 판사 대통령직인수위원회 정무분과 인수위원 청와대 민정2비서관 대법원 사법개혁추진위원회 간사 청와대 법무비서관 변호사박범계법률사무소 변호사 법무법인 정민 대표변호사 민주당 중앙당 인권특별위원회 위원장 민주통합당 대전광역시당 위원장 민주통합당 원내부대표 19대 국회 법제사법위원회 위원, 윤리특별위원회 간사 민주통합당 법률위원장",null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2822
20,20대의원,제16대국회의원(대전 서구갑) 새천년민주당 제17대국회의원(대전 서구갑) 열린우리당 제18대국회의원(대전 서구갑) 민주당 제19대국회의원(대전 서구갑) 새정치민주연합 제20대국회의원(대전 서구갑) 더불어민주당 제21대국회의원(대전 서구갑) 더불어민주당 ,박병석,朴炳錫,null,null,1952년 01월 25일,고령,대전,"·  대전고등학교 ·  성균관대학교 법률학과 (학사)   ·  성균관대학교 대학원 중어중문학과 (수료) ·  대만 정치대학 중국경제 (학사) ·  미국 워싱톤주립대학교 국제관계 초빙연구원 ·  한양대학교 언론정보대학원 신문방송학 (석사,박사과정수료) ·  충남대학교 명예자치행정학박사 ·  새정치국민회의 수석부대변인  ·  새정치국민회의 정책위원회 상임부의장  ·  서울시 정무부시장  ·  제16대 국회 정무위원회,국회 운영위원회,정무위원회 위원, 미래전략특별위원회 간사 ·  새천년민주당 부총무, 대변인 ·  새천년민주당 대변인  ·  한남대학교·대전대학교 대학원 객원교수  ·  한밭대학교 중국어과 겸임교수  ·  열린우리당 중앙위원  ·  제17대 국회 정무위원회 위원장 ·  제17대 국회 전반기 예산결산특별위원회 위원 (간사),전반기 재정경제위원회 위원  ·  열린우리당 기획위원회 위원장  ·  민주당 정책위원회 의장  ·  제18대 국회 기획재정위원회, 정무위원회 위원  ·  민주당 정부예산안심사특별위원회 위원장  ·  목원대학교 사회과학대학 행정학과 특임교수",null,"기자들이 본 북한, 재계를 움직이는 사람들, 떠오르는 재계 새별, 이 기사를 조간에 꼭 실어야겠는데요","중앙일보 노력상,  중앙일보 특종상, 한국기자상, 황조근정훈장 ",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2534
20,20대의원,제18대국회의원(비례대표)통합민주당·민주당 제20대국회의원(비례대표)국민의당 ,박선숙,朴仙淑,null,null,1960년 12월 01일,null,경기포천,"·  창문여자고등학교 ·  세종대학교 역사학과 (학사) ·  서강대학교 공공정책대학원 ·  민주화운동청년연합 여성국 국장  ·  민족민주운동연구소 상임연구원, 부소장  ·  한국여성단체연합 정책위원  ·  민주당 선거대책위원회 부대변인  ·  새정치국민회의 부대변인  ·  김대중 대통령당선자 부대변인  ·  대통령비서실 공보수석실 일반공보비서관(2급)  ·  대통령비서실 공보수석실 공보기획비서관(별정직 1급)  ·  대통령비서실 공보수석비서관  ·  제8대 환경부 차관  ·  제18대 국회 정무위원회·윤리특별위원회,예산결산특별위원회,정치개혁특별위원회 위원 ·  제18대 국회 남북관계발전특별위원회 간사",null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2537
20,20대의원,제20대국회의원(서울 서초구을) 새누리당 제21대국회의원(서울 서초구을) 미래통합당,박성중,朴成重,null,null,1958년 08월 01일,null,null,성균관대학교 행정학과 학사  서울대학교 행정대학원 석사  성균관대학교 도시행정학 박사   행정고시 23회  대통령 비서실 행정관(전)  서초구청장(전) 자유한국당 홍보본부장(전)  심산김창숙선생기념사업회 회장(현) ,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2951
20,20대의원,제17대 국회의원(비례대표) 한나라당 제18대 국회의원(경기 안산단원을) 한나라당 제20대 국회의원(경기 안산단원을) 새누리당 ,박순자,朴順子,null,null,1958년 10월 12일,null,경북 군위,"·  성지고등학교 ·  고려대학교 경제학과 (학사) ·  경희대학교 대학원 사회복지 (졸업)  ·  영국 옥스퍼드대학교 수료 ·  한나라당 부대변인  ·  한나라당 안산단원지구당 위원장  ·  한나라당 행정개혁 지방분과 특별위원  ·  국회 일자리창출특별위원회 위원  ·  국회 민생정치 연구회 위원  ·  한나라당 재정위원회,미디어 대책 특별위원회  위원  ·  한나라당 결식아동 대책특위 위원장  ·  한나라당 공천심사위원회 위원  ·  제17대 국회 전반기 여성위원회,국회 산업자원위원회,전반기 운영위원회  위원  ·  한나라당 원내부대표, 여성위원회 위원장  ·  한나라당 최고위원  ·  제18대 국회 국토해양위원회 위원, 국토해양위원회 예산결산기금심사소위원회 위원장  ",null,"지방자치시대 삶의 질 향상과 여성의 정치참여, 경기도여성의 복지현황과 발전방향의 모색, 여성정치와 정책비전",대통령표창,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2539
20,20대의원,제17대국회의원(비례대표) 열린우리당 제18대국회의원(서울 구로을) 민주당 제19대국회의원(서울 구로을) 새정치민주연합 제20대국회의원(서울 구로을) 더불어민주당 ,박영선,朴映宣,null,null,1960년 01월 22일,null,경남 창녕,"·  수도여자고등학교 ·  경희대학교 지리학과 (학사) ·  서강대학교 언론대학원 방송학 (문학석사) ·  KBS(한국방송공사) 아나운서  ·  MBC 경제부 부장  ·  열린우리당 선거대책위원회 대변인  ·  열린우리당 원내대변인  ·  열린우리당 원내부대표  ·  제17대 국회 전·후반기 재정경제위원회,후반기 여성위원회 위원  ·  열린우리당 의장비서실 실장  ·  민주당 정책위원회 수석부의장  ·  민주당 당무위원  ·  제18대 국회 법제사법위원회·정보위원회 위원, 법제사법위원회 간사   ·  민주당 민주정책연구원 부원장 (정책담당)  ·  제19대 국회 전반기 법제사법위원회 위원장",null,박영선의 인터뷰 사람향기,"바른 말 보도상, 백봉신사상, 제9회 대한민국을 빛낸 21세기 한국인상 정치 공로부문, 우수국회의원연구단체시상식 우수상",null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2540
20,20대의원,제20대국회의원(경상남도 창원시의창구) 새누리당 제21대국회의원(경남창원시의창구) 미래통합당,박완수,朴完洙,null,null,1955년 08월 10일,null,null,"한국방송통신대학교 행정학과 졸업 경남대학교 행정학과 학사 경남대학교 대학원 행정학과 박사 창원대학교 경영학 명예박사  제23회 행정고등고시 합격 제19,20대 창원시장 제1대(통합)창원시장 제6대 인천국제공항공사 사장 2022 경상남도지사",null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2936
20,20대의원,제19대국회의원(충남 천안시을) 새정치민주연합 제20대국회의원(충남 천안시을) 더불어민주당 제21대국회의원(충남 천안시을) 더불어민주당 ,박완주,朴完柱,null,null,1966년 11월 10일,null,충남 천안,삼은초등학교 천안중학교 천안중앙고등학교 성균관대학교 한국철학 학사  성균관대학교 총학생회 부회장 동서산업 아산공장 노동조합 부위원장 전국소기업연합회 정책부장 국회 입법학연구소 정책전문위원 한국보건산업최고경영자회의 이사 나사렛대학교 겸임교수 민주당 충남도당 대변인 민주당 중앙당 부대변인 천안부성중학교 학교운영위원회 위원장 민주당 행복도시원안사수특별위원회 부위원장 안희정 충남도지사 후보 대변인 나사렛대학교 객원교수 민주당 천안서북구지역위원회 위원장,null,null,null,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2848
20,20대의원,제20대국회의원(서울 강북구을) 더불어민주당 제21대국회의원(서울 강북구을) 더불어민주당,박용진,朴用鎭,null,null,1971년 04월 17일,null,null,1990 ~ 1997  성균관대학교 사회학 학사 1987 ~ 1990 신일고등학교 1984 ~ 1987 신일중학교 ~ 1984 화계초등학교  2017.11 ~ 2018.05  더불어민주당 이건희 등 차명계좌 과세 및 금융실명제 제도 개선 TF 간사 2017.09 더불어민주당 적폐청산위원회 위원 2017.05 ~ 2018.05 더불어민주당 원내부대표 2017.04 ~ 2017.05 제19대 대통령선거 더불어민주당 문재인 후보 중앙선거대책위원회 공동 대변인 2016.04 ~ 2016.08 더불어민주당 비상대책위원장 비서실장 2015.12 더불어민주당 정책위원회 부의장 2015.08 ~ 2015.12 새정치민주연합 정책위원회 부의장 2014.03 ~ 2014.07 새정치민주연합 홍보위원장 2014.01 ~ 2014.03 민주당 홍보위원장 2013.05 ~ 2014.01 민주당 대변인 2012.03 ~ 2013.05 민주통합당 대변인 2011 시민통합당 지도위원 2011 혁신과통합 강북구 추진위원회 위원장 2010.10 ~ 2011.09 진보신당 부대표 2005.11 ~ 2007.03 민주노동당 대변인 2004.07 ~ 2004.11 민주노동당 대변인 2001 민주노동당 전국집행위원 2000 민주노동당 서울 강북을지구당 위원장 1998 청년실업해결을 위한 운동본부 상황실장 1998 국민승리21 대변인실 언론부장  ,null,null,2019 국정감사 NGO 모니터단 국정감사 우수의원 2019 더불어민주당 국정감사 우수의원상 2019 대한민국모범국회의원대상 2019 제21회 백봉 라용균 선생 기념사업회 백봉신사상 2019 코리아 리더 대상 의정 대상 2018 더불어민주당 국정감사 우수의원상 2018 시사뉴스 수도권일보 국정감사 우수의원 2018 한국인터넷신문협회 인물상 2018 제20회 백봉 라용균 선생 기념사업회 백봉신사상 2018 한국투명성기구 투명사회상 2018 교육청노동조합연맹 의인패 2018 머니투데이 더300 국정감사 스코어보드 대상 2018 쿠키뉴스 국정감사 우수의원 2018 경제정의실천시민연합 국정감사 우수의원 2018 법률소비자연맹 헌정대상 2018 한국정치커뮤니케이션학회 국회를 빛낸 바른정치언어상 으뜸언어상 2017 더불어민주당 국정감사 우수의원상 2017 금융소비자연맹 소비자 권익증진 최우수 국회의원 2017 쿠키뉴스 국정감사 우수의원 2016 더불어민주당 국정감사 우수의원상 2016 금융소비자원 금융소비자보호 국회의원 대상 ,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=3031
20,20대의원,제19대국회의원(서울 송파구갑) 새누리당 제20대국회의원(서울 송파구갑) 새누리당  ,박인숙,朴仁淑,null,null,1948년 11월 10일,null,서울,서울대학교 의과대학	 울산대학교 대학원 의학 석사   배일러대학병원 소아과 전공의 배일러대학병원 소아심장 전임의 텍사스 심장연구소 소아심장 임상 조교수 서울아산병원 소아청소년 심장과 교수 메이요클리닉 장기연수 서울아산병원 유전체연구센터 센터장 울산대학교 의과대학 학장 제3대 아시아-태평양 소아심장학회 회장 한나라당 중앙윤리위원회 위원 한국여자의사회 회장 ,null,null,동아의료 저작상 대한소아심장학회 공로상 비추미 여성대상 별리상,null,http://www.rokps.or.kr/profile/profile_view.asp?idx=2728
